transaction_id,sender_id,source_country,destination_country,amount_zar,exchange_rate,status,timestamp
TXN-20260615-000242,USR-2810,South Africa,Zimbabwe,7158.61,0.1083,Pending,2026-05-31T22:55:06.530984
TXN-20260615-000243,USR-6604,South Africa,Zimbabwe,8359.13,0.1036,Success,2026-06-09T23:20:30.530984
TXN-20260615-000244,USR-8331,South Africa,Mozambique,13259.95,0.0505,Failed,2026-06-06T16:37:08.530984
TXN-20260615-000245,USR-3344,South Africa,Zimbabwe,2572.71,0.0521,Failed,2026-06-12T05:08:35.530984
TXN-20260615-000246,USR-7940,South Africa,Mozambique,49522.94,0.0979,Pending,2026-05-26T14:12:39.530984
TXN-20260615-000247,USR-5565,South Africa,Malawi,25110.26,0.1397,Pending,2026-06-09T06:53:26.530984
TXN-20260615-000248,USR-2384,South Africa,Mozambique,14509.28,0.0918,Success,2026-05-23T03:10:25.530984
TXN-20260615-000249,USR-7366,South Africa,Botswana,24350.58,0.1306,Pending,2026-05-31T01:46:25.530984
TXN-20260615-000250,USR-2697,South Africa,Botswana,25158.38,0.0561,Failed,2026-06-10T07:08:33.530984
TXN-20260615-000251,USR-6832,South Africa,Malawi,38370.65,0.0913,Failed,2026-05-27T06:53:35.530984
TXN-20260615-000252,USR-1056,South Africa,Namibia,48009.22,0.1251,Pending,2026-05-29T11:57:34.530984
TXN-20260615-000253,USR-3122,South Africa,Namibia,14390.06,0.0514,Success,2026-05-21T05:57:28.530984
TXN-20260615-000254,USR-4272,South Africa,Zimbabwe,34005.28,0.1068,Pending,2026-06-09T06:34:57.530984
TXN-20260615-000255,USR-3722,South Africa,Zimbabwe,9465.25,0.1433,Success,2026-06-10T15:07:29.530984
TXN-20260615-000256,USR-2171,South Africa,Botswana,22351.95,0.1369,Failed,2026-05-29T13:06:43.530984
TXN-20260615-000257,USR-1129,South Africa,Zimbabwe,16819.91,0.1188,Success,2026-06-10T18:15:13.530984
TXN-20260615-000258,USR-9071,South Africa,Botswana,34775.75,0.0834,Success,2026-05-19T13:34:55.530984
TXN-20260615-000259,USR-5944,South Africa,Malawi,45771.35,0.0576,Success,2026-06-14T18:49:00.530984
TXN-20260615-000260,USR-4513,South Africa,Malawi,33844.62,0.0864,Success,2026-05-27T14:50:26.530984
TXN-20260615-000261,USR-2491,South Africa,Namibia,12073.5,0.077,Failed,2026-06-01T07:58:32.530984
TXN-20260615-000262,USR-2297,South Africa,Mozambique,30552.01,0.1272,Pending,2026-05-28T07:32:25.530984
TXN-20260615-000263,USR-9997,South Africa,Zimbabwe,46190.01,0.0682,Success,2026-05-21T22:37:24.530984
TXN-20260615-000264,USR-5586,South Africa,Malawi,17395.79,0.1384,Success,2026-05-26T05:15:27.530984
TXN-20260615-000265,USR-1596,South Africa,Malawi,32141.6,0.0796,Pending,2026-05-30T19:49:35.530984
TXN-20260615-000266,USR-5868,South Africa,Botswana,4430.06,0.1378,Success,2026-05-27T16:31:19.530984
TXN-20260615-000267,USR-7037,South Africa,Namibia,13897.12,0.0534,Success,2026-05-28T22:33:41.530984
TXN-20260615-000268,USR-1789,South Africa,Malawi,25559.62,0.1435,Success,2026-06-12T16:32:32.530984
TXN-20260615-000269,USR-1645,South Africa,Namibia,7620.95,0.0731,Failed,2026-06-07T16:21:37.530984
TXN-20260615-000270,USR-4604,South Africa,Malawi,4378.73,0.1389,Success,2026-05-26T10:32:53.530984
TXN-20260615-000271,USR-1484,South Africa,Namibia,21582.58,0.0763,Failed,2026-05-29T12:51:03.530984
TXN-20260615-000272,USR-1496,South Africa,Botswana,46181.85,0.1147,Failed,2026-06-08T02:34:46.530984
TXN-20260615-000273,USR-4507,South Africa,Botswana,17807.88,0.0914,Pending,2026-05-20T06:58:08.530984
TXN-20260615-000274,USR-2128,South Africa,Zimbabwe,35047.39,0.1382,Failed,2026-05-22T18:17:11.530984
TXN-20260615-000275,USR-1960,South Africa,Zimbabwe,28159.69,0.0535,Failed,2026-05-26T08:05:58.530984
TXN-20260615-000276,USR-3526,South Africa,Namibia,117.67,0.1127,Pending,2026-06-10T15:59:57.530984
TXN-20260615-000277,USR-2944,South Africa,Namibia,33875.09,0.0709,Success,2026-06-08T05:08:21.530984
TXN-20260615-000278,USR-8456,South Africa,Botswana,22332.03,0.0564,Pending,2026-05-23T14:28:33.530984
TXN-20260615-000279,USR-7260,South Africa,Botswana,33696.54,0.1229,Pending,2026-06-02T22:45:45.530984
TXN-20260615-000280,USR-9569,South Africa,Malawi,5496.42,0.1123,Failed,2026-05-21T09:04:04.530984
TXN-20260615-000281,USR-3600,South Africa,Zimbabwe,47025.08,0.0622,Failed,2026-05-21T01:40:57.530984
TXN-20260615-000282,USR-6781,South Africa,Zimbabwe,13275.95,0.0965,Success,2026-06-08T04:06:35.530984
TXN-20260615-000283,USR-6368,South Africa,Zimbabwe,40443.31,0.107,Pending,2026-05-30T09:29:13.530984
TXN-20260615-000284,USR-8901,South Africa,Botswana,41273.12,0.0934,Failed,2026-06-14T18:05:25.530984
TXN-20260615-000285,USR-6543,South Africa,Malawi,26558.72,0.0715,Pending,2026-05-25T08:42:01.530984
TXN-20260615-000286,USR-3556,South Africa,Mozambique,11313.35,0.1311,Success,2026-05-22T18:58:27.530984
TXN-20260615-000287,USR-5854,South Africa,Namibia,38108.45,0.1376,Failed,2026-05-23T17:33:10.530984
TXN-20260615-000288,USR-4898,South Africa,Mozambique,38433.25,0.1391,Failed,2026-06-10T15:47:02.530984
TXN-20260615-000289,USR-8936,South Africa,Botswana,31645.49,0.0713,Failed,2026-06-08T21:40:14.530984
TXN-20260615-000290,USR-7712,South Africa,Malawi,28251.69,0.1303,Pending,2026-06-08T10:07:16.530984
TXN-20260615-000291,USR-5021,South Africa,Mozambique,41045.21,0.1097,Failed,2026-05-26T00:44:29.530984
TXN-20260615-000292,USR-6971,South Africa,Zimbabwe,34481.46,0.1018,Pending,2026-05-31T16:53:46.530984
TXN-20260615-000293,USR-8733,South Africa,Namibia,12606.46,0.1339,Success,2026-06-04T14:05:28.530984
TXN-20260615-000294,USR-7851,South Africa,Zimbabwe,14271.11,0.1045,Success,2026-06-04T18:09:02.530984
TXN-20260615-000295,USR-5076,South Africa,Mozambique,49007.29,0.1275,Failed,2026-05-21T16:28:42.530984
TXN-20260615-000296,USR-3639,South Africa,Botswana,28356.7,0.0666,Failed,2026-06-03T20:16:20.530984
TXN-20260615-000297,USR-4967,South Africa,Namibia,28064.78,0.1012,Success,2026-06-10T20:13:43.530984
TXN-20260615-000298,USR-1645,South Africa,Mozambique,40733.29,0.1297,Failed,2026-06-11T03:30:31.530984
TXN-20260615-000299,USR-9631,South Africa,Botswana,7118.67,0.1109,Failed,2026-06-03T03:33:46.530984
TXN-20260615-000300,USR-4298,South Africa,Malawi,37927.71,0.1138,Pending,2026-06-14T08:57:27.530984
TXN-20260615-000301,USR-3331,South Africa,Malawi,21439.51,0.085,Success,2026-06-12T14:48:19.530984
TXN-20260615-000302,USR-2216,South Africa,Malawi,26222.79,0.13,Pending,2026-05-23T23:24:03.530984
TXN-20260615-000303,USR-6787,South Africa,Botswana,38528.6,0.1424,Failed,2026-05-28T15:15:49.530984
TXN-20260615-000304,USR-4979,South Africa,Mozambique,38216.79,0.0765,Success,2026-06-03T18:02:56.530984
TXN-20260615-000305,USR-1451,South Africa,Zimbabwe,19819.95,0.0625,Success,2026-05-19T07:01:34.530984
TXN-20260615-000306,USR-5842,South Africa,Malawi,41085.05,0.1203,Pending,2026-06-11T06:05:26.530984
TXN-20260615-000307,USR-9432,South Africa,Mozambique,36885.21,0.062,Pending,2026-06-06T11:46:58.530984
TXN-20260615-000308,USR-1076,South Africa,Zimbabwe,34798.79,0.1005,Failed,2026-05-21T02:44:11.530984
TXN-20260615-000309,USR-8232,South Africa,Malawi,41741.61,0.0924,Failed,2026-06-10T11:38:26.530984
TXN-20260615-000310,USR-7081,South Africa,Botswana,3644.51,0.0727,Pending,2026-05-24T11:31:21.530984
TXN-20260615-000311,USR-7356,South Africa,Malawi,21291.34,0.0659,Success,2026-05-20T20:40:03.530984
TXN-20260615-000312,USR-3599,South Africa,Zimbabwe,30592.89,0.1132,Pending,2026-06-01T01:31:38.530984
TXN-20260615-000313,USR-9594,South Africa,Malawi,41450.97,0.0949,Success,2026-06-13T05:32:51.530984
TXN-20260615-000314,USR-5945,South Africa,Zimbabwe,45254.44,0.0985,Pending,2026-06-04T14:30:10.530984
TXN-20260615-000315,USR-1114,South Africa,Mozambique,12877.68,0.0736,Failed,2026-05-26T14:55:53.530984
TXN-20260615-000316,USR-1529,South Africa,Zimbabwe,24765.73,0.0863,Pending,2026-06-11T22:11:23.530984
TXN-20260615-000317,USR-1294,South Africa,Botswana,41861.86,0.1297,Failed,2026-05-27T09:17:08.530984
TXN-20260615-000318,USR-8345,South Africa,Namibia,34053.91,0.1417,Pending,2026-05-21T17:47:57.530984
TXN-20260615-000319,USR-4945,South Africa,Mozambique,40861.1,0.1146,Success,2026-06-06T16:53:51.530984
TXN-20260615-000320,USR-8005,South Africa,Namibia,41206.01,0.1453,Success,2026-06-12T20:24:08.530984
TXN-20260615-000321,USR-5667,South Africa,Namibia,29959.88,0.0587,Pending,2026-05-29T17:23:46.530984
TXN-20260615-000322,USR-5899,South Africa,Botswana,25629.63,0.1178,Success,2026-06-08T17:48:39.530984
TXN-20260615-000323,USR-8494,South Africa,Botswana,49985.63,0.1037,Pending,2026-06-12T00:37:25.530984
TXN-20260615-000324,USR-5808,South Africa,Namibia,45100.1,0.0644,Pending,2026-06-10T23:14:01.530984
TXN-20260615-000325,USR-8942,South Africa,Namibia,17981.22,0.06,Failed,2026-06-12T04:48:44.530984
TXN-20260615-000326,USR-8921,South Africa,Mozambique,39423.68,0.0979,Success,2026-06-06T06:41:29.530984
TXN-20260615-000327,USR-8351,South Africa,Namibia,22217.46,0.0943,Pending,2026-06-07T02:17:02.530984
TXN-20260615-000328,USR-3115,South Africa,Botswana,48133.15,0.0997,Success,2026-06-10T19:02:11.530984
TXN-20260615-000329,USR-6047,South Africa,Malawi,40550.73,0.1359,Pending,2026-06-10T15:32:58.530984
TXN-20260615-000330,USR-2600,South Africa,Mozambique,27665.07,0.149,Failed,2026-06-14T20:57:22.530984
TXN-20260615-000331,USR-2742,South Africa,Mozambique,40442.53,0.0675,Success,2026-05-24T04:40:24.530984
TXN-20260615-000332,USR-5995,South Africa,Zimbabwe,34558.78,0.1365,Pending,2026-05-25T20:31:29.530984
TXN-20260615-000333,USR-6165,South Africa,Malawi,24854.51,0.0853,Pending,2026-05-30T20:24:44.530984
TXN-20260615-000334,USR-7899,South Africa,Botswana,4948.92,0.1312,Pending,2026-05-17T20:34:46.530984
TXN-20260615-000335,USR-8315,South Africa,Malawi,46641.96,0.0779,Success,2026-06-13T09:31:13.530984
TXN-20260615-000336,USR-3531,South Africa,Zimbabwe,13659.9,0.142,Pending,2026-06-11T14:46:22.530984
TXN-20260615-000337,USR-5279,South Africa,Malawi,46017.01,0.0643,Success,2026-05-31T05:47:46.530984
TXN-20260615-000338,USR-4636,South Africa,Zimbabwe,44254.88,0.0909,Success,2026-05-17T23:50:17.530984
TXN-20260615-000339,USR-9613,South Africa,Zimbabwe,35349.17,0.1219,Pending,2026-05-28T05:37:02.530984
TXN-20260615-000340,USR-3981,South Africa,Zimbabwe,468.32,0.1212,Pending,2026-06-01T04:33:58.530984
TXN-20260615-000341,USR-3681,South Africa,Namibia,17885.06,0.1442,Success,2026-05-24T06:44:50.530984
TXN-20260615-000342,USR-2391,South Africa,Mozambique,18286.15,0.0632,Pending,2026-05-20T21:07:02.530984
TXN-20260615-000343,USR-8685,South Africa,Zimbabwe,15833.03,0.0877,Success,2026-05-30T02:55:21.530984
TXN-20260615-000344,USR-5780,South Africa,Botswana,19902.17,0.1035,Failed,2026-06-01T21:51:11.530984
TXN-20260615-000345,USR-5470,South Africa,Zimbabwe,39075.85,0.0756,Success,2026-06-09T05:18:33.530984
TXN-20260615-000346,USR-2974,South Africa,Botswana,22706.49,0.1039,Success,2026-06-04T12:31:48.530984
TXN-20260615-000347,USR-6934,South Africa,Zimbabwe,3594.83,0.1476,Failed,2026-06-15T10:16:17.530984
TXN-20260615-000348,USR-9496,South Africa,Malawi,714.66,0.0552,Failed,2026-05-22T22:27:23.530984
TXN-20260615-000349,USR-9588,South Africa,Mozambique,20241.48,0.1425,Success,2026-06-14T15:33:26.530984
TXN-20260615-000350,USR-2581,South Africa,Namibia,1747.02,0.1488,Pending,2026-06-02T03:11:46.530984
TXN-20260615-000351,USR-2052,South Africa,Namibia,16318.89,0.0761,Failed,2026-05-17T19:06:18.530984
TXN-20260615-000352,USR-4257,South Africa,Malawi,3750.98,0.1034,Success,2026-06-02T08:27:43.530984
TXN-20260615-000353,USR-7436,South Africa,Zimbabwe,44419.49,0.0736,Pending,2026-06-15T05:29:59.530984
TXN-20260615-000354,USR-4195,South Africa,Zimbabwe,44084.9,0.1398,Success,2026-05-23T18:49:54.530984
TXN-20260615-000355,USR-6019,South Africa,Zimbabwe,24301.21,0.1208,Pending,2026-05-30T10:19:46.530984
TXN-20260615-000356,USR-6629,South Africa,Malawi,14729.4,0.1285,Pending,2026-05-28T18:03:09.530984
TXN-20260615-000357,USR-1427,South Africa,Namibia,15155.91,0.112,Pending,2026-06-05T21:58:34.530984
TXN-20260615-000358,USR-9727,South Africa,Malawi,38336.48,0.0824,Failed,2026-05-31T11:02:10.530984
TXN-20260615-000359,USR-2860,South Africa,Namibia,27812.8,0.0697,Success,2026-06-13T08:47:21.530984
TXN-20260615-000360,USR-2061,South Africa,Zimbabwe,16875.86,0.0705,Pending,2026-06-13T05:12:02.530984
TXN-20260615-000361,USR-4066,South Africa,Malawi,12140.17,0.0616,Success,2026-05-23T04:28:45.530984
TXN-20260615-000362,USR-2744,South Africa,Botswana,6770.73,0.0777,Pending,2026-06-11T10:29:55.530984
TXN-20260615-000363,USR-1758,South Africa,Malawi,47432.59,0.0651,Failed,2026-06-04T09:45:47.530984
TXN-20260615-000364,USR-7103,South Africa,Malawi,13494.26,0.1349,Pending,2026-06-05T01:34:58.530984
TXN-20260615-000365,USR-4822,South Africa,Mozambique,22210.91,0.1381,Success,2026-05-22T23:51:08.530984
TXN-20260615-000366,USR-6833,South Africa,Mozambique,5812.86,0.0734,Pending,2026-05-25T03:38:26.530984
TXN-20260615-000367,USR-6897,South Africa,Malawi,3563.49,0.058,Failed,2026-05-30T20:38:01.530984
TXN-20260615-000368,USR-9947,South Africa,Zimbabwe,14043.67,0.1414,Success,2026-06-15T11:00:33.530984
TXN-20260615-000369,USR-7373,South Africa,Zimbabwe,5168.71,0.0779,Pending,2026-06-03T21:35:03.530984
TXN-20260615-000370,USR-1351,South Africa,Malawi,5615.43,0.1309,Pending,2026-05-28T11:00:14.530984
TXN-20260615-000371,USR-8300,South Africa,Namibia,43976.98,0.1197,Success,2026-05-19T01:10:37.530984
TXN-20260615-000372,USR-2918,South Africa,Mozambique,17285.83,0.0716,Pending,2026-05-30T15:23:18.530984
TXN-20260615-000373,USR-5416,South Africa,Mozambique,3431.37,0.1132,Success,2026-06-03T02:03:46.530984
TXN-20260615-000374,USR-2835,South Africa,Botswana,42882.47,0.0719,Pending,2026-06-02T09:52:38.530984
TXN-20260615-000375,USR-6219,South Africa,Namibia,45140.31,0.0628,Pending,2026-06-13T10:41:35.530984
TXN-20260615-000376,USR-1970,South Africa,Malawi,5806.55,0.0776,Pending,2026-05-18T22:37:57.530984
TXN-20260615-000377,USR-1475,South Africa,Namibia,29261.9,0.1319,Success,2026-05-26T16:51:29.530984
TXN-20260615-000378,USR-8751,South Africa,Botswana,9050.28,0.0592,Failed,2026-05-23T02:45:56.530984
TXN-20260615-000379,USR-2720,South Africa,Botswana,5236.2,0.096,Success,2026-05-19T13:15:11.530984
TXN-20260615-000380,USR-6191,South Africa,Zimbabwe,25729.65,0.1282,Pending,2026-06-10T21:06:37.530984
TXN-20260615-000381,USR-3371,South Africa,Botswana,48388.56,0.0514,Failed,2026-06-08T13:14:19.530984
TXN-20260615-000382,USR-2163,South Africa,Zimbabwe,21426.11,0.1302,Pending,2026-06-14T02:35:07.530984
TXN-20260615-000383,USR-1975,South Africa,Zimbabwe,16096.92,0.0756,Success,2026-05-30T18:22:53.530984
TXN-20260615-000384,USR-1508,South Africa,Mozambique,3481.52,0.0949,Failed,2026-05-29T19:12:02.530984
TXN-20260615-000385,USR-7059,South Africa,Botswana,29609.63,0.1124,Success,2026-06-05T23:39:07.530984
TXN-20260615-000386,USR-1955,South Africa,Mozambique,5263.11,0.052,Failed,2026-05-18T16:43:31.530984
TXN-20260615-000387,USR-8676,South Africa,Botswana,6961.46,0.1274,Success,2026-06-13T16:24:52.530984
TXN-20260615-000388,USR-5764,South Africa,Botswana,19742.38,0.0939,Failed,2026-06-09T16:30:56.530984
TXN-20260615-000389,USR-2249,South Africa,Botswana,19106.9,0.1058,Pending,2026-06-07T03:32:47.530984
TXN-20260615-000390,USR-9528,South Africa,Malawi,47188.71,0.0808,Pending,2026-06-15T03:56:15.530984
TXN-20260615-000391,USR-7773,South Africa,Namibia,16128.64,0.1473,Pending,2026-06-05T22:10:20.530984
TXN-20260615-000392,USR-6858,South Africa,Botswana,44223.47,0.1157,Pending,2026-05-20T04:15:22.530984
TXN-20260615-000393,USR-9405,South Africa,Malawi,16160.81,0.0622,Pending,2026-05-22T05:09:48.530984
TXN-20260615-000394,USR-2340,South Africa,Mozambique,32066.82,0.1133,Pending,2026-05-29T19:50:23.530984
TXN-20260615-000395,USR-4984,South Africa,Malawi,27750.68,0.0742,Failed,2026-06-01T14:15:20.530984
TXN-20260615-000396,USR-4379,South Africa,Mozambique,18589.08,0.08,Failed,2026-05-19T22:10:29.530984
TXN-20260615-000397,USR-7896,South Africa,Mozambique,8872.38,0.0677,Pending,2026-06-06T02:04:25.530984
TXN-20260615-000398,USR-6938,South Africa,Zimbabwe,44905.44,0.0845,Pending,2026-06-03T15:16:34.530984
TXN-20260615-000399,USR-2462,South Africa,Zimbabwe,411.68,0.082,Pending,2026-05-19T14:30:45.530984
TXN-20260615-000400,USR-3702,South Africa,Malawi,11100.73,0.1393,Failed,2026-06-08T21:01:47.530984
TXN-20260615-000401,USR-5078,South Africa,Malawi,20927.58,0.0935,Failed,2026-06-01T15:15:31.530984
TXN-20260615-000402,USR-7094,South Africa,Mozambique,21832.01,0.13,Success,2026-06-03T03:29:06.530984
TXN-20260615-000403,USR-9775,South Africa,Botswana,15123.56,0.082,Failed,2026-06-04T11:17:22.530984
TXN-20260615-000404,USR-8901,South Africa,Namibia,31059.9,0.1056,Failed,2026-06-14T12:25:27.530984
TXN-20260615-000405,USR-3116,South Africa,Mozambique,10191.44,0.0846,Failed,2026-06-11T21:51:45.530984
TXN-20260615-000406,USR-7992,South Africa,Mozambique,6802.36,0.135,Success,2026-06-07T21:37:38.530984
TXN-20260615-000407,USR-6960,South Africa,Zimbabwe,10945.42,0.0913,Success,2026-06-13T19:29:59.530984
TXN-20260615-000408,USR-8949,South Africa,Namibia,44574.31,0.118,Success,2026-05-28T04:14:16.530984
TXN-20260615-000409,USR-1618,South Africa,Namibia,36315.28,0.0709,Pending,2026-06-04T09:58:30.530984
TXN-20260615-000410,USR-6733,South Africa,Namibia,7094.09,0.0691,Pending,2026-05-24T03:13:09.530984
TXN-20260615-000411,USR-2455,South Africa,Malawi,9223.23,0.1492,Pending,2026-06-06T13:08:21.530984
TXN-20260615-000412,USR-5945,South Africa,Mozambique,37450.43,0.112,Failed,2026-05-23T02:40:58.530984
TXN-20260615-000413,USR-2697,South Africa,Namibia,28929.79,0.0648,Failed,2026-05-29T21:22:17.530984
TXN-20260615-000414,USR-6206,South Africa,Mozambique,48019.61,0.1226,Success,2026-05-19T09:47:10.530984
TXN-20260615-000415,USR-8558,South Africa,Mozambique,39741.23,0.0945,Failed,2026-05-31T12:53:28.530984
TXN-20260615-000416,USR-4178,South Africa,Namibia,33866.64,0.1049,Failed,2026-06-11T05:19:59.530984
TXN-20260615-000417,USR-4011,South Africa,Botswana,30416.64,0.0615,Pending,2026-06-02T07:31:53.530984
TXN-20260615-000418,USR-6597,South Africa,Zimbabwe,49050.16,0.0961,Success,2026-06-10T20:15:12.530984
TXN-20260615-000419,USR-1034,South Africa,Mozambique,42024.3,0.0742,Pending,2026-05-22T11:21:21.530984
TXN-20260615-000420,USR-6867,South Africa,Mozambique,23456.06,0.1079,Pending,2026-05-18T00:38:06.530984
TXN-20260615-000421,USR-6445,South Africa,Namibia,4228.46,0.127,Success,2026-06-07T03:19:58.530984
TXN-20260615-000422,USR-9719,South Africa,Zimbabwe,30416.41,0.0645,Pending,2026-06-11T01:33:40.530984
TXN-20260615-000423,USR-4065,South Africa,Mozambique,46160.68,0.0729,Failed,2026-05-23T11:26:11.530984
TXN-20260615-000424,USR-5217,South Africa,Botswana,20414.82,0.1335,Pending,2026-05-17T03:23:46.530984
TXN-20260615-000425,USR-4131,South Africa,Namibia,7259.48,0.0608,Success,2026-05-25T15:10:00.530984
TXN-20260615-000426,USR-4153,South Africa,Zimbabwe,23471.43,0.0627,Failed,2026-06-01T17:28:22.530984
TXN-20260615-000427,USR-1612,South Africa,Zimbabwe,26858.45,0.0564,Failed,2026-06-06T08:37:39.530984
TXN-20260615-000428,USR-1274,South Africa,Malawi,17785.31,0.1039,Pending,2026-06-07T03:27:41.530984
TXN-20260615-000429,USR-8795,South Africa,Zimbabwe,10064.17,0.0864,Pending,2026-05-24T10:44:28.530984
TXN-20260615-000430,USR-5092,South Africa,Mozambique,43149.94,0.0864,Pending,2026-05-26T10:29:01.530984
TXN-20260615-000431,USR-5563,South Africa,Mozambique,9560.52,0.106,Success,2026-05-22T01:10:30.530984
TXN-20260615-000432,USR-5665,South Africa,Zimbabwe,42730.35,0.0677,Pending,2026-05-28T06:53:22.530984
TXN-20260615-000433,USR-2376,South Africa,Namibia,44701.17,0.0728,Success,2026-06-09T07:01:37.530984
TXN-20260615-000434,USR-2274,South Africa,Mozambique,36089.41,0.1045,Pending,2026-06-02T16:33:14.530984
TXN-20260615-000435,USR-6659,South Africa,Zimbabwe,13700.65,0.0775,Success,2026-05-30T01:39:58.530984
TXN-20260615-000436,USR-7753,South Africa,Mozambique,9507.62,0.1029,Success,2026-05-31T14:59:03.530984
TXN-20260615-000437,USR-9110,South Africa,Botswana,35211.93,0.0921,Success,2026-05-19T12:51:13.530984
TXN-20260615-000438,USR-5524,South Africa,Malawi,10501.52,0.1227,Failed,2026-06-11T02:40:18.530984
TXN-20260615-000439,USR-4156,South Africa,Namibia,14740.76,0.0511,Pending,2026-05-31T05:34:42.530984
TXN-20260615-000440,USR-6931,South Africa,Zimbabwe,15898.25,0.0565,Success,2026-05-21T11:12:50.530984
TXN-20260615-000441,USR-1120,South Africa,Malawi,28594.95,0.1017,Failed,2026-05-23T02:27:27.530984
TXN-20260615-000442,USR-1188,South Africa,Namibia,7968.86,0.0523,Failed,2026-05-22T19:31:05.530984
TXN-20260615-000443,USR-5630,South Africa,Zimbabwe,6615.58,0.1036,Failed,2026-06-12T07:27:11.530984
TXN-20260615-000444,USR-4207,South Africa,Malawi,36862.13,0.071,Pending,2026-05-20T12:47:35.530984
TXN-20260615-000445,USR-3022,South Africa,Botswana,41439.28,0.0957,Pending,2026-06-14T08:32:44.530984
TXN-20260615-000446,USR-4986,South Africa,Namibia,2921.34,0.1488,Failed,2026-06-03T01:09:37.530984
TXN-20260615-000447,USR-3444,South Africa,Malawi,19184.91,0.1331,Pending,2026-06-13T22:41:32.530984
TXN-20260615-000448,USR-2716,South Africa,Mozambique,47852.52,0.0759,Success,2026-06-13T09:40:28.530984
TXN-20260615-000449,USR-1608,South Africa,Botswana,34091.89,0.0875,Failed,2026-06-02T02:20:30.530984
TXN-20260615-000450,USR-3819,South Africa,Botswana,5363.32,0.0929,Pending,2026-05-23T11:04:07.530984
TXN-20260615-000451,USR-8563,South Africa,Zimbabwe,26166.03,0.1493,Pending,2026-06-13T02:35:38.530984
TXN-20260615-000452,USR-1981,South Africa,Botswana,6727.96,0.0958,Success,2026-06-12T06:24:21.530984
TXN-20260615-000453,USR-7650,South Africa,Botswana,40998.38,0.1431,Success,2026-05-21T19:09:05.530984
TXN-20260615-000454,USR-4008,South Africa,Zimbabwe,13768.45,0.1455,Success,2026-06-03T23:01:09.530984
TXN-20260615-000455,USR-3759,South Africa,Botswana,2036.15,0.1395,Success,2026-06-01T00:41:30.530984
TXN-20260615-000456,USR-4128,South Africa,Mozambique,26154.2,0.1258,Failed,2026-06-07T06:08:07.530984
TXN-20260615-000457,USR-6948,South Africa,Botswana,40839.24,0.1366,Pending,2026-06-07T18:03:17.530984
TXN-20260615-000458,USR-2371,South Africa,Malawi,14864.15,0.0552,Pending,2026-05-25T11:09:09.530984
TXN-20260615-000459,USR-5064,South Africa,Mozambique,15073.7,0.0891,Success,2026-05-30T12:17:14.530984
TXN-20260615-000460,USR-9322,South Africa,Malawi,2762.17,0.0796,Pending,2026-05-19T21:02:52.530984
TXN-20260615-000461,USR-8572,South Africa,Zimbabwe,10860.44,0.0579,Success,2026-06-14T15:02:23.530984
TXN-20260615-000462,USR-7968,South Africa,Malawi,41331.17,0.0775,Pending,2026-05-22T21:07:11.530984
TXN-20260615-000463,USR-1262,South Africa,Malawi,45510.79,0.1433,Failed,2026-06-12T15:55:42.530984
TXN-20260615-000464,USR-9151,South Africa,Botswana,29130.48,0.1113,Pending,2026-06-04T14:28:24.530984
TXN-20260615-000465,USR-9667,South Africa,Botswana,1182.54,0.1131,Failed,2026-06-13T14:14:57.530984
TXN-20260615-000466,USR-9534,South Africa,Namibia,11703.88,0.0672,Success,2026-06-03T23:45:03.530984
TXN-20260615-000467,USR-7632,South Africa,Namibia,43295.34,0.1463,Failed,2026-05-18T22:57:06.530984
TXN-20260615-000468,USR-2279,South Africa,Malawi,10009.41,0.1337,Success,2026-06-11T17:16:12.530984
TXN-20260615-000469,USR-6894,South Africa,Zimbabwe,44499.4,0.0562,Success,2026-05-20T05:00:46.530984
TXN-20260615-000470,USR-2880,South Africa,Malawi,20816.8,0.1317,Pending,2026-06-14T12:53:20.530984
TXN-20260615-000471,USR-4005,South Africa,Namibia,17186.78,0.0878,Success,2026-05-19T22:11:59.530984
TXN-20260615-000472,USR-6980,South Africa,Malawi,4284.6,0.1484,Success,2026-06-10T05:07:00.530984
TXN-20260615-000473,USR-8098,South Africa,Botswana,35012.69,0.0866,Pending,2026-05-18T14:52:57.530984
TXN-20260615-000474,USR-9150,South Africa,Zimbabwe,6843.22,0.1418,Failed,2026-05-30T21:04:58.530984
TXN-20260615-000475,USR-5814,South Africa,Zimbabwe,30658.76,0.0928,Success,2026-06-11T18:50:48.530984
TXN-20260615-000476,USR-6782,South Africa,Malawi,28610.0,0.1293,Failed,2026-06-12T16:59:39.530984
TXN-20260615-000477,USR-5698,South Africa,Mozambique,3857.8,0.0667,Success,2026-06-15T13:46:23.530984
TXN-20260615-000478,USR-7762,South Africa,Zimbabwe,12085.98,0.1016,Success,2026-06-12T19:51:53.530984
TXN-20260615-000479,USR-9347,South Africa,Namibia,21547.45,0.1404,Pending,2026-06-14T06:56:12.530984
TXN-20260615-000480,USR-7065,South Africa,Botswana,44186.27,0.0755,Pending,2026-05-20T10:51:22.530984
TXN-20260615-000481,USR-3720,South Africa,Zimbabwe,11787.95,0.0742,Success,2026-06-11T12:32:49.530984
TXN-20260615-000482,USR-8745,South Africa,Zimbabwe,21397.4,0.1486,Pending,2026-06-07T23:18:44.530984
TXN-20260615-000483,USR-5505,South Africa,Zimbabwe,32254.0,0.0843,Pending,2026-06-05T02:54:43.530984
